Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Embedded Systems and Internet of Things (ES-IoT),Newcastle University,England,United Kingdom,"4,812,890 BDT / year",1 year,4.3,90,1%,https://www.mastersportal.com/studies/7176/embedded-systems-and-internet-of-things.html?ref=search_card
Business Analytics and Management,University of East Anglia,England,United Kingdom,"3,891,954 BDT / year",1 year,4.4,39,2%,https://www.mastersportal.com/studies/326974/business-analytics-and-management.html?ref=search_card
Computing and Technology,Northumbria University,N/A,Multiple locations,"3,355,409 BDT / year",1 year,4.2,181,3%,https://www.mastersportal.com/studies/352405/computing-and-technology.html?ref=search_card
Statistics with Data Analytics,Brunel University of London,England,United Kingdom,"3,971,235 BDT / year",1 year,3.9,154,2%,https://www.mastersportal.com/studies/271269/statistics-with-data-analytics.html?ref=search_card
Computer Science or Computer Science (Artificial Intelligence) (2-year),University of Nottingham,England,United Kingdom,,"1 year, 9 months",4.3,127,0.5%,https://www.mastersportal.com/studies/469113/computer-science-or-computer-science.html?ref=search_card
Software Design with Cybersecurity,Technological University of the Shannon,Athlone,Ireland,"2,467,666 BDT / year",1 year,4.2,19,,https://www.mastersportal.com/studies/352795/software-design-with-cybersecurity.html?ref=search_card
Information Systems Engineering and Management,Karlsruhe Institute of Technology (KIT),Karlsruhe,Germany,"3,045,805 BDT / year","1 year, 8 months",4.5,151,1%,https://www.mastersportal.com/studies/19817/information-systems-engineering-and-management.html?ref=search_card
Internet of Things,Ulster University,N Ireland,United Kingdom,"3,803,064 BDT / year",1 year,4.2,57,3%,https://www.mastersportal.com/studies/259507/internet-of-things.html?ref=search_card
,,N/A,N/A,,,,,,
Mathematical Modelling and Machine Learning,University College Cork,Cork,Ireland,"3,384,228 BDT / year",1 year,4.3,173,2%,https://www.mastersportal.com/studies/352568/mathematical-modelling-and-machine-learning.html?ref=search_card
Applied Economics and Data Intelligence,"University of Nevada, Las Vegas",Nevada,United States,"3,441,425 BDT / year",1 year,4.1,21,4%,https://www.mastersportal.com/studies/467093/applied-economics-and-data-intelligence.html?ref=search_card
Artificial Intelligence Systems,VILNIUS TECH,Vilnius,Lithuania,"754,401 BDT / year",2 years,4.3,66,7%,https://www.mastersportal.com/studies/393464/artificial-intelligence-systems.html?ref=search_card
Data Science,University of York,England,United Kingdom,"5,109,191 BDT / year",1 year,4.3,136,1%,https://www.mastersportal.com/studies/373464/data-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Artificial Intelligence for Drug Discovery,Queen Mary University of London,England,United Kingdom,"4,796,874 BDT / year",1 year,4.1,120,1%,https://www.mastersportal.com/studies/450523/artificial-intelligence-for-drug-discovery.html?ref=search_card
Digitalization and Automation,PFH Private University of Applied Sciences,Stade,Germany,"1,522,903 BDT / year",2 years,3.9,11,,https://www.mastersportal.com/studies/349018/digitalization-and-automation.html?ref=search_card
Population Health Data Science,University of Leicester,England,United Kingdom,"3,243,295 BDT / year",1 year,4.3,91,2%,https://www.mastersportal.com/studies/451624/population-health-data-science.html?ref=search_card
Artificial Intelligence for Business,NEOMA Business School,Rouen,France,"2,199,748 BDT / year","1 year, 3 months",4.3,32,,https://www.mastersportal.com/studies/459472/artificial-intelligence-for-business.html?ref=search_card
Information and Communication Technology (Microelectronics and Microsystems),University of Malta,Msida,Malta,"1,889,527 BDT / year",2 years,4,160,5%,https://www.mastersportal.com/studies/294024/information-and-communication-technology.html?ref=search_card
Financial Data Science,University of Surrey,England,United Kingdom,"3,283,336 BDT / year",1 year,4.4,72,2%,https://www.mastersportal.com/studies/428278/financial-data-science.html?ref=search_card
"Data, Inequality and Society",The University of Edinburgh,Scotland,United Kingdom,"5,125,207 BDT / year",1 year,4.1,150,0.5%,https://www.mastersportal.com/studies/486013/data-inequality-and-society.html?ref=search_card
Big Data Technologies,University of Westminster,England,United Kingdom,"2,802,848 BDT / year",1 year,4.3,129,6%,https://www.mastersportal.com/studies/6877/big-data-technologies.html?ref=search_card
5G and Future Generation Communication Systems,University of Surrey,England,United Kingdom,"3,988,052 BDT / year",1 year,4.4,72,2%,https://www.mastersportal.com/studies/272636/5g-and-future-generation-communication-systems.html?ref=search_card
Computer Science and Engineering,Technical University of Denmark (DTU),Kongens Lyngby,Denmark,"2,115,143 BDT / year",2 years,4.2,122,1%,https://www.mastersportal.com/studies/2562/computer-science-and-engineering.html?ref=search_card
Hotel Administration - Management Information Systems,"University of Nevada, Las Vegas",Nevada,United States,"3,441,425 BDT / year",3 years,4.1,21,4%,https://www.mastersportal.com/studies/93195/hotel-administration-management-information-systems.html?ref=search_card
Business Analytics,University of Essex,England,United Kingdom,"3,763,824 BDT / year",1 year,4.2,104,2%,https://www.mastersportal.com/studies/52763/business-analytics.html?ref=search_card
Project Management and Data Science,HTW Berlin,Berlin,Germany,"1,240,884 BDT / year",2 years,4.1,47,,https://www.mastersportal.com/studies/187639/project-management-and-data-science.html?ref=search_card
Health Research,University of York,England,United Kingdom,"4,148,215 BDT / year",1 year,4.3,136,1%,https://www.mastersportal.com/studies/323057/health-research.html?ref=search_card
Artificial Intelligence,University of Stirling,Scotland,United Kingdom,"3,891,954 BDT / year",1 year,4.2,71,3%,https://www.mastersportal.com/studies/305377/artificial-intelligence.html?ref=search_card
Data Science (with an industrial placement year),University of Sussex,England,United Kingdom,"4,340,410 BDT / year",2 years,4.2,83,1%,https://www.mastersportal.com/studies/335463/data-science.html?ref=search_card
,,N/A,N/A,,,,,,
Psychology in Game Design and Digital Innovation,University of Surrey,England,United Kingdom,"3,491,547 BDT / year",1 year,4.4,72,2%,https://www.mastersportal.com/studies/428347/psychology-in-game-design-and-digital-innovation.html?ref=search_card
Smart Manufacturing Systems (Applied Research),Ulster University,Derry,Ireland,"3,803,064 BDT / year",2 years,4.2,57,3%,https://www.mastersportal.com/studies/319139/smart-manufacturing-systems.html?ref=search_card
Software Engineering for AI,Jönköping University,Jönköping,Sweden,"2,179,331 BDT / year",2 years,4.3,40,6%,https://www.mastersportal.com/studies/484161/software-engineering-for-ai.html?ref=search_card
Computer Science,University of Bridgeport,Connecticut,United States,"3,455,629 BDT / year",1 year,3.4,8,,https://www.mastersportal.com/studies/57783/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Data Science (with Advanced Practice),Northumbria University,England,United Kingdom,"3,835,897 BDT / year",2 years,4.2,181,3%,https://www.mastersportal.com/studies/472213/data-science.html?ref=search_card
Software Engineering Systems,Northeastern University,N/A,Multiple locations,"3,779,395 BDT / year",2 years,4.4,79,2%,https://www.mastersportal.com/studies/331961/software-engineering-systems.html?ref=search_card
ICT - Software Engineering,Saxion University of Applied Sciences,Deventer,Netherlands,"1,489,060 BDT / year",1 year,3.9,39,,https://www.mastersportal.com/studies/406104/ict-software-engineering.html?ref=search_card
Sustainable Digitalisation,KTH Royal Institute of Technology,Stockholm,Sweden,"2,307,527 BDT / year",2 years,4.3,44,1%,https://www.mastersportal.com/studies/409448/sustainable-digitalisation.html?ref=search_card
Human-Centered Artificial Intelligence,Technical University of Denmark (DTU),Kongens Lyngby,Denmark,"2,115,143 BDT / year",2 years,4.2,122,1%,https://www.mastersportal.com/studies/37783/human-centered-artificial-intelligence.html?ref=search_card
Data Science (Part-time),Ulster University,Derry,Ireland,"3,803,064 BDT / year",3 years,4.2,57,3%,https://www.mastersportal.com/studies/259532/data-science.html?ref=search_card
Strategic Learning and Development,Dublin City University,Dublin,Ireland,"2,072,840 BDT / year",2 years,4.3,148,3%,https://www.mastersportal.com/studies/467156/strategic-learning-and-development.html?ref=search_card
Data Science and Environmental Intelligence,University of Plymouth,England,United Kingdom,"3,267,320 BDT / year",1 year,4.3,104,3%,https://www.mastersportal.com/studies/477244/data-science-and-environmental-intelligence.html?ref=search_card
Electrical and Computer Engineering,King Abdullah University of Science and Technology (KAUST),Thuwal,Saudi Arabia,Free,1½ year,4.3,23,4%,https://www.mastersportal.com/studies/366230/electrical-and-computer-engineering.html?ref=search_card
Climate Change and Artificial Intelligence (AI),University of Reading,England,United Kingdom,"4,957,036 BDT / year",1 year,4.3,35,2%,https://www.mastersportal.com/studies/351574/climate-change-and-artificial-intelligence.html?ref=search_card
Digital Transformation and Business Innovation (Barcelona),TBS Education,Barcelona,Spain,"2,608,676 BDT / year",1 year,4.3,28,8%,https://www.mastersportal.com/studies/352011/digital-transformation-and-business-innovation.html?ref=search_card
Software Development,Queen's University Belfast,N Ireland,United Kingdom,"4,132,198 BDT / year",1 year,4.3,88,2%,https://www.mastersportal.com/studies/36342/software-development.html?ref=search_card
Software Engineering,Embry-Riddle Aeronautical University,Florida,United States,"2,961,653 BDT / year",1 year,2.7,3,8%,https://www.mastersportal.com/studies/146499/software-engineering.html?ref=search_card
Human Language Science and Technology,University of Malta,Msida,Malta,Free,2 years,4,160,5%,https://www.mastersportal.com/studies/293992/human-language-science-and-technology.html?ref=search_card
Healthcare Innovation and Data Science,emlyon business school,Lyon,France,"2,714,433 BDT / year",2 years,4.5,51,,https://www.mastersportal.com/studies/466613/healthcare-innovation-and-data-science.html?ref=search_card
Information and Communication Technology (Information Systems),University of Malta,Msida,Malta,"1,889,527 BDT / year",2 years,4,160,5%,https://www.mastersportal.com/studies/293991/information-and-communication-technology.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Science Engineering,University of Pécs,Pécs,Hungary,"979,626 BDT / year",2 years,4.2,242,6%,https://www.mastersportal.com/studies/255227/computer-science-engineering.html?ref=search_card
Artificial Intelligence for Banking and Finance,Università Cattolica del Sacro Cuore,Gavardo,Italy,"1,321,259 BDT / year",2 years,4,111,2%,https://www.mastersportal.com/studies/313060/artificial-intelligence-for-banking-and-finance.html?ref=search_card
Information Technology Management - San Antonio,Webster University,Texas,United States,"1,366,578 BDT / year",2½ years,4,13,,https://www.mastersportal.com/studies/484752/information-technology-management-san-antonio.html?ref=search_card
Marketing with an Emphasis in Analytics - San Antonio,Webster University,Texas,United States,"1,708,222 BDT / year",2 years,4,13,,https://www.mastersportal.com/studies/484754/marketing-with-an-emphasis-in-analytics-san-antonio.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Big Data Analytics,Sheffield Hallam University,England,United Kingdom,"2,979,027 BDT / year",1 year,4.2,89,5%,https://www.mastersportal.com/studies/87473/big-data-analytics.html?ref=search_card
Data Science,University of Birmingham,England,United Kingdom,"4,694,369 BDT / year",1 year,4.2,69,0.5%,https://www.mastersportal.com/studies/309582/data-science.html?ref=search_card
Cyber Physical Systems,University of Nottingham,England,United Kingdom,,1 year,4.3,127,0.5%,https://www.mastersportal.com/studies/469115/cyber-physical-systems.html?ref=search_card
Data Science Conversion,Kingston University,England,United Kingdom,"3,203,254 BDT / year",1 year,4.1,136,5%,https://www.mastersportal.com/studies/442516/data-science-conversion.html?ref=search_card
Computing and IT Management with Placement,Cardiff University,Wales,United Kingdom,,1 year,4.4,170,1%,https://www.mastersportal.com/studies/31891/computing-and-it-management-with-placement.html?ref=search_card
Business Analytics,Queen Mary University of London,England,United Kingdom,"5,365,451 BDT / year",1 year,4.1,120,1%,https://www.mastersportal.com/studies/154967/business-analytics.html?ref=search_card
Computing Science,University College Cork,Cork,Ireland,"3,666,247 BDT / year",1 year,4.3,173,2%,https://www.mastersportal.com/studies/352505/computing-science.html?ref=search_card
Artificial Intelligence for the Creative Industries,University of York,England,United Kingdom,"5,109,191 BDT / year",1 year,4.3,136,1%,https://www.mastersportal.com/studies/373480/artificial-intelligence-for-the-creative-industries.html?ref=search_card
